Date,MOH
2025-10-20,197.49000549316406
2025-10-21,196.8000030517578
2025-10-22,195.1300048828125
2025-10-23,161.0
2025-10-24,163.32000732421875
2025-10-27,162.19000244140625
2025-10-28,162.83999633789062
2025-10-29,160.27999877929688
2025-10-30,151.10000610351562
2025-10-31,153.05999755859375
2025-11-03,147.02999877929688
2025-11-04,151.69000244140625
2025-11-05,149.75
2025-11-06,147.1199951171875
2025-11-07,152.05999755859375
2025-11-10,140.89999389648438
2025-11-11,143.52000427246094
2025-11-12,141.02999877929688
2025-11-13,138.47999572753906
2025-11-14,137.5399932861328
2025-11-17,136.7899932861328
2025-11-18,141.19000244140625
2025-11-19,138.1199951171875
2025-11-20,134.50999450683594
2025-11-21,141.55999755859375
2025-11-24,145.3000030517578
2025-11-25,146.77000427246094
2025-11-26,148.3300018310547
2025-11-28,148.25999450683594
2025-12-01,145.0
2025-12-02,145.97000122070312
2025-12-03,149.08999633789062
2025-12-04,150.57000732421875
2025-12-05,151.86000061035156
2025-12-08,155.50999450683594
2025-12-09,156.8800048828125
2025-12-10,160.52000427246094
2025-12-11,166.89999389648438
2025-12-12,168.5
2025-12-15,166.5
2025-12-16,160.8800048828125
2025-12-17,162.3000030517578
2025-12-18,162.72000122070312
2025-12-19,163.69000244140625
2025-12-22,163.67999267578125
2025-12-23,164.02000427246094
2025-12-24,163.47000122070312
2025-12-26,164.83999633789062
2025-12-29,166.5399932861328
2025-12-30,170.66000366210938
