Date,TYL
2023-12-07,402.1400146484375
2023-12-08,403.07000732421875
2023-12-11,403.9100036621094
2023-12-12,407.69000244140625
2023-12-13,412.4599914550781
2023-12-14,410.20001220703125
2023-12-15,410.4200134277344
2023-12-18,418.4700012207031
2023-12-19,414.5899963378906
2023-12-20,409.0299987792969
2023-12-21,412.489990234375
2023-12-22,415.0
2023-12-26,416.4100036621094
2023-12-27,415.6000061035156
2023-12-28,418.2900085449219
2023-12-29,418.1199951171875
2024-01-02,408.20001220703125
2024-01-03,406.8999938964844
2024-01-04,401.3900146484375
2024-01-05,400.82000732421875
2024-01-08,414.4200134277344
2024-01-09,412.6700134277344
2024-01-10,418.3999938964844
2024-01-11,425.2699890136719
2024-01-12,429.0
2024-01-16,417.2099914550781
2024-01-17,419.5400085449219
2024-01-18,424.1600036621094
2024-01-19,430.3299865722656
2024-01-22,440.1199951171875
2024-01-23,444.0
2024-01-24,439.2900085449219
2024-01-25,429.25
2024-01-26,430.6199951171875
2024-01-29,436.4100036621094
2024-01-30,432.05999755859375
2024-01-31,422.75
2024-02-01,429.67999267578125
2024-02-02,430.8599853515625
2024-02-05,427.3900146484375
2024-02-06,430.5199890136719
2024-02-07,435.8800048828125
2024-02-08,435.1499938964844
2024-02-09,440.989990234375
2024-02-12,434.8500061035156
2024-02-13,431.70001220703125
2024-02-14,440.1300048828125
2024-02-15,441.1099853515625
2024-02-16,440.9800109863281
2024-02-20,435.3800048828125
2024-02-21,432.7099914550781
2024-02-22,436.6000061035156
2024-02-23,437.4800109863281
2024-02-26,441.19000244140625
2024-02-27,436.3900146484375
2024-02-28,438.7099914550781
2024-02-29,437.1400146484375
2024-03-01,440.8999938964844
2024-03-04,438.1400146484375
2024-03-05,417.17999267578125
2024-03-06,419.8599853515625
2024-03-07,422.07000732421875
2024-03-08,420.4800109863281
2024-03-11,428.82000732421875
2024-03-12,427.9599914550781
2024-03-13,421.1499938964844
2024-03-14,418.2799987792969
2024-03-15,416.30999755859375
2024-03-18,416.3299865722656
2024-03-19,424.3999938964844
2024-03-20,420.6199951171875
2024-03-21,421.0799865722656
2024-03-22,419.2900085449219
2024-03-25,420.25
2024-03-26,418.0899963378906
2024-03-27,420.6000061035156
2024-03-28,425.010009765625
